PolygonID,scalerank,featurecla,type,name,abbrev,location,gps_code,iata_code,wikipedia,natlscale,SubPolygonID,PointID,Longitude,Latitude
855,2,Airport,major,George Bush Intercontinental,IAH,terminal,KIAH,IAH,http://en.wikipedia.org/wiki/George_Bush_Intercontinental_Airport,150,1,1,-95.33370479,29.9865909
856,2,Airport,major,Ataturk Hava Limani,IST,terminal,LTBA,IST,http://en.wikipedia.org/wiki/Atat%C3%BCrk_International_Airport,150,1,1,28.81954931,40.97783882
857,2,Airport,major,OR Tambo Int'l,JNB,terminal,FAJS,JNB,http://en.wikipedia.org/wiki/OR_Tambo_International_Airport,150,1,1,28.23198856,-26.1320954
858,2,Airport,mid,Juneau Int'l,JNU,terminal,PAJN,JNU,http://en.wikipedia.org/wiki/Juneau_International_Airport,150,1,1,-134.583573,58.3589441
859,2,Airport,major,Los Angeles Int'l,LAX,terminal,KLAX,LAX,http://en.wikipedia.org/wiki/Los_Angeles_International_Airport,150,1,1,-118.4024685,33.94417425
860,2,Airport,major,Linate,LIN,terminal,LIML,LIN,http://en.wikipedia.org/wiki/Linate_Airport,150,1,1,9.279966297,45.46039385
861,2,Airport,major,Melbourne Int'l,MEL,terminal,YMML,MEL,http://en.wikipedia.org/wiki/Melbourne_Airport,150,1,1,144.8489981,-37.6699412
862,2,Airport,major,Lic Benito Juarez Int'l,MEX,terminal,MMMX,MEX,http://en.wikipedia.org/wiki/Mexico_City_International_Airport,150,1,1,-99.08260795,19.43546957
863,2,Airport,major,Ninoy Aquino Int'l,MNL,terminal,RPLL,MNL,http://en.wikipedia.org/wiki/Ninoy_Aquino_International_Airport,150,1,1,121.0041221,14.50683238
864,2,Airport,major,Jomo Kenyatta Int'l,NBO,terminal,HKJK,NBO,http://en.wikipedia.org/wiki/Jomo_Kenyatta_International_Airport,150,1,1,36.92508875,-1.330529644
865,2,Airport,major,Honolulu Int'l,HNL,terminal,PHNL,HNL,http://en.wikipedia.org/wiki/Honolulu_International_Airport,150,1,1,-157.9197832,21.33202232
866,2,Airport,major,Chicago O'Hare Int'l,ORD,terminal,KORD,ORD,http://en.wikipedia.org/wiki/O'Hare_International_Airport,150,1,1,-87.90513439,41.9765291
867,2,Airport,major,King Khalid Int'l,RUH,terminal,OERK,RUH,http://en.wikipedia.org/wiki/King_Khalid_International_Airport,150,1,1,46.70182902,24.95903174
868,2,Airport,major,Arturo Merino Benitez Int'l,SCL,terminal,SCEL,SCL,http://en.wikipedia.org/wiki/Comodoro_Arturo_Merino_Ben%C3%ADtez_International_Airport,150,1,1,-70.79368602,-33.39683363
869,2,Airport,major,Tacoma Int'l,SEA,terminal,KSEA,SEA,http://en.wikipedia.org/wiki/Seattle-Tacoma_International_Airport,150,1,1,-122.3022897,47.44358191
870,2,Airport,major,San Francisco Int'l,SFO,terminal,KSFO,SFO,http://en.wikipedia.org/wiki/San_Francisco_International_Airport,150,1,1,-122.3834703,37.61702509
871,2,Airport,major,Hongqiao,SHA,terminal,ZSSS,SHA,http://en.wikipedia.org/wiki/Shanghai_Hongqiao_International_Airport,150,1,1,121.3411838,31.18725743
872,2,Airport,major,Sheremtyevo,SVO,terminal,UUEE,SVO,http://en.wikipedia.org/wiki/Sheremetyevo_International_Airport,150,1,1,37.41596903,55.96644717
873,2,Airport,major,Toronto-Pearson Int'l,YYZ,terminal,CYYZ,YYZ,http://en.wikipedia.org/wiki/Toronto_Pearson_International_Airport,150,1,1,-79.61141932,43.68095952
874,2,Airport,major,Kingsford Smith,SYD,terminal,YSSY,SYD,http://en.wikipedia.org/wiki/Kingsford_Smith_International_Airport,150,1,1,151.1660673,-33.93658321
875,2,Airport,major,Helsinki Vantaa,HEL,terminal,EFHK,HEL,http://en.wikipedia.org/wiki/Helsinki-Vantaa_Airport,150,1,1,24.96820787,60.31871589
876,2,Airport,major,Charles de Gaulle Int'l,CDG,terminal,LFPG,CDG,http://en.wikipedia.org/wiki/Charles_de_Gaulle_International_Airport,150,1,1,2.541867767,49.0144201
877,2,Airport,major,Berlin-Tegel Int'l,TXL,terminal,EDDT,TXL,http://en.wikipedia.org/wiki/Berlin-Tegel_International_Airport,150,1,1,13.29030909,52.5544287
878,2,Airport,major,Vienna Schwechat Int'l,VIE,terminal,LOWW,VIE,http://en.wikipedia.org/wiki/Vienna_International_Airport,150,1,1,16.56076796,48.11975631
879,2,Airport,major,Frankfurt Int'l,FRA,terminal,EDDF,FRA,http://en.wikipedia.org/wiki/Frankfurt_Airport,150,1,1,8.571822869,50.05067709
880,2,Airport,major,Leonardo da Vinci Int'l,FCO,terminal,LIRF,FCO,http://en.wikipedia.org/wiki/Leonardo_da_Vinci_Airport,150,1,1,12.2501009,41.79507863
881,2,Airport,major,Osaka Int'l,ITM,terminal,RJOO,ITM,http://en.wikipedia.org/wiki/Osaka_International_Airport,150,1,1,135.4424753,34.79019808
882,2,Airport,major,Gimpo Int'l,GMP,terminal,RKSS,GMP,http://en.wikipedia.org/wiki/Gimpo_International_Airport,150,1,1,126.8023929,37.55730054
883,2,Airport,major,Oslo Gardermoen,OSL,terminal,ENGM,OSL,http://en.wikipedia.org/wiki/Gardermoen_Air_Station,150,1,1,11.09910328,60.19357832
884,2,Airport,major,Juscelino Kubitschek Int'l,BSB,terminal,SBBR,BSB,http://en.wikipedia.org/wiki/Bras%C3%ADlia_International_Airport,150,1,1,-47.92078851,-15.8699985
885,2,Airport,major,Congonhas Int'l,CGH,terminal,SBSP,CGH,http://en.wikipedia.org/wiki/Congonhas-S%C3%A3o_Paulo_International_Airport,150,1,1,-46.65911553,-23.62685883
886,2,Airport,major,Rio de Janeiro-Antonio Carlos Jobim Int'l,GIG,terminal,SBGL,GIG,http://en.wikipedia.org/wiki/Rio_de_Janeiro-Gale%C3%A3o_International_Airport,150,1,1,-43.24838138,-22.81234371
887,2,Airport,major,Madrid Barajas,MAD,terminal,LEMD,MAD,http://en.wikipedia.org/wiki/Madrid_Barajas_International_Airport,150,1,1,-3.569026655,40.46812827
888,2,Airport,major,Luis Munoz Marin,SJU,terminal,TJSJ,SJU,http://en.wikipedia.org/wiki/Luis_Mu%C3%B1oz_Mar%C3%ADn_International_Airport,150,1,1,-66.00422998,18.43807707
889,2,Airport,major,Arlanda,ARN,terminal,ESSA,ARN,http://en.wikipedia.org/wiki/Stockholm-Arlanda_Airport,150,1,1,17.9307299,59.65112034
890,2,Airport,major,Soekarno-Hatta Int'l,CGK,parking,WIII,CGK,http://en.wikipedia.org/wiki/Soekarno-Hatta_International_Airport,150,1,1,106.6542962,-6.126602956
891,2,Airport,major,Eleftherios Venizelos Int'l,ATH,terminal,LGAV,ATH,http://en.wikipedia.org/wiki/Athens_International_Airport,150,1,1,23.94711606,37.93623313
